"p1.20160322"	"p1.20160401"	"p3.20160322"	"p3.20160401"	"p3.20160714"	"p3.20160811"	"p4.20160322"	"p4.20160401"	"p4.20160415"	"p4.20160713"	"p4.20160727"	"p5.20160322"	"p5.20160415"	"p5.20160715"	"p5.20160817"	"p6.20160322"	"p6.20160415"	"p6.20160701"	"p6.20160726"	"p7.20160322"	"p7.20160415"	"p7.20160713"	"p7.20160729"	"p8.20160720"	"p8.20160825"
"1707"	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	10	0	0	0
"1708"	0	0	6	0	0	0	6	0	0	0	0	10	0	0	0	14	8	13	2	4	0	10	14	0	5
"1709"	0	4	17	0	0	0	3	3	4	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"1710"	0	13	81	11	5	6	26	8	8	2	8	27	9	14	63	4	7	0	4	5	2	4	4	21	28
"1711"	0	64	20	29	0	24	40	17	2	44	6	4	10	18	7	12	9	4	2	0	2	2	2	12	8
"1712"	0	3	16	2	20	17	2	5	40	60	141	12	4	9	14	2	5	6	6	0	0	2	13	20	120
"1713"	0	28	78	27	5	14	14	22	3	11	2	4	2	2	6	2	0	0	0	2	0	0	0	28	32
"1714"	0	5	8	0	0	0	0	0	0	2	2	9	13	0	2	0	20	11	2	0	0	0	7	13	17
"1715"	0	17	5	5	116	0	12	11	0	2	46	1257	3482	310	413	819	2915	697	355	947	476	427	1894	504	1501
"1716"	0	3	24	2	9	2	13	4	5	6	0	30	11	4	18	8	8	96	36	13	9	100	94	35	19
"1717"	0	20	67	25	0	3	17	13	23	0	3	0	2	0	4	0	0	0	0	0	0	0	0	2	0
"1718"	0	13	24	699	6	3	4	98	21	8	0	64	51	42	160	51	11	172	19	25	56	75	81	14	23
"1719"	0	0	25	9	13	7	0	23	3	19	4	6	5	5	2	4	2	27	12	4	0	6	7	2	6
"1720"	0	0	18	2	0	0	4	2	0	0	0	19	4	4	2	14	2	13	5	5	4	4	11	0	6
"1721"	0	9	23	0	0	0	0	9	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1722"	0	2	21	0	13	2	15	2	0	0	0	32	8	14	24	22	12	165	37	19	13	136	326	50	77
"1723"	0	5	11	0	0	0	33	15	15	0	0	2	0	0	2	14	0	9	0	0	2	0	8	4	19
"1724"	0	14	43	11	2	35	6	32	43	15	34	3	4	15	2	0	110	8	5	0	0	4	4	9	29
"1725"	0	9	26	20	3	0	2	8	6	2	6	2	34	0	3	0	10	0	0	0	2	6	0	11	5
"1726"	0	0	9	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1727"	0	6	19	13	0	0	6	26	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0
"1728"	0	2	17	43	5	25	11	88	62	96	45	60	9	105	48	47	96	7	5	2	4	74	31	79	24
"1729"	0	2	10	0	2	0	2	0	0	0	7	46	0	0	4	14	0	0	8	0	0	5	0	0	4
"1730"	0	9	36	10	0	0	6	19	63	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"1731"	0	3	13	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2	0	0	0	6	0	8	2
"1732"	0	8	70	17	79	11	6	25	16	0	18	1431	349	284	532	477	417	4703	700	551	692	1580	1728	1227	1926
"1733"	0	4	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	11	0
"1734"	0	2	72	4	2	7	14	2	6	6	29	0	0	0	4	0	0	19	0	0	0	11	0	2	12
"1735"	0	0	5	2	0	0	4	4	0	0	6	6	0	0	0	3	0	7	2	0	0	13	0	5	4
"1736"	0	0	5	0	10	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	6	2	27	0
"1737"	0	111	21	4	2	11	56	76	6	16	2	10	12	20	11	14	5	8	0	0	0	9	0	25	15
"1738"	0	0	48	0	44	6	0	0	12	0	3	11	10	15	15	4	14	84	21	14	98	119	26	98	40
"1739"	0	26	21	48	45	12	8	7	10	14	26	5	92	18	85	5	163	38	5	8	33	7	13	57	27
"1740"	0	0	4	0	0	0	2	2	2	0	0	0	0	0	0	18	0	3	0	0	0	8	0	0	4
"1741"	0	0	5	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0
"1742"	0	0	10	0	2	0	5	0	4	0	6	35	44	14	102	8	49	7	29	60	6	47	3	184	21
"1743"	0	0	10	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1744"	0	0	5	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1745"	0	0	14	0	0	3	0	8	7	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0
"1746"	0	3	6	71	0	0	0	0	0	2	0	4	2	0	5	2	4	11	3	0	0	14	0	2	4
"1747"	0	21	29	11	20	15	12	19	16	14	9	0	0	9	0	0	2	2	2	0	0	2	0	0	4
"1748"	0	5	17	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1750"	0	5	27	0	2	13	2	2	6	0	7	8	5	0	13	14	23	14	8	0	7	76	17	18	42
"1751"	0	0	7	0	0	0	0	17	11	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	2
"1752"	0	0	4	5	4	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1753"	0	2	23	15	4	7	6	20	2	17	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2
"1754"	0	9	26	56	22	2	8	32	4	47	11	0	0	6	6	4	0	0	4	0	0	5	13	16	19
"1755"	0	33	8	12	0	2	2	0	2	0	14	0	2	20	4	2	0	17	4	0	0	6	11	55	67
"1756"	0	2	9	2	2	2	0	0	3	0	4	0	2	4	6	4	0	6	0	0	0	8	0	0	0
"1757"	0	4	17	2	4	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0
"1758"	0	2	10	6	2	2	0	4	0	0	0	0	5	0	0	0	8	2	0	4	0	14	0	2	2
"1759"	0	2	32	167	21	3	0	0	200	2	5	42	2	5	15	10	4	117	7	0	2	68	63	14	47
"1760"	0	72	35	17	54	15	6	8	13	3	21	496	1304	370	787	126	1106	337	7	459	372	860	353	50	238
"1761"	0	0	6	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1762"	0	0	8	0	15	0	0	0	4	8	18	3	0	0	0	0	0	5	0	35	0	0	6	0	0
"1763"	0	21	13	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"1764"	0	15	10	5	0	6	48	10	20	0	0	0	6	0	50	0	8	2	0	10	17	21	3	2	2
"1765"	0	0	7	4	0	0	0	5	0	0	3	0	0	0	3	0	0	0	0	7	0	0	0	0	0
"1766"	0	16	20	41	6	8	14	2	7	2	0	14	37	26	53	6	20	57	17	4	4	47	47	238	247
"1767"	0	0	11	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"1768"	0	0	3	0	0	0	2	0	5	0	0	3	0	5	2	0	2	4	0	0	0	25	2	4	0
"1769"	0	12	25	3	15	2	0	2	38	6	4	9	2	127	8	2	24	79	4	41	10	84	13	202	22
"1770"	0	2	6	0	2	19	40	0	0	0	0	8	0	0	0	8	0	10	6	7	4	4	10	6	7
"1771"	0	16	89	0	0	3	6	0	2	3	7	0	4	11	0	0	0	0	0	0	0	0	0	0	2
"1772"	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1773"	0	6	14	34	95	0	111	0	645	12	104	0	0	37	0	0	0	0	0	0	0	0	0	0	0
"1774"	0	12	12	11	2	0	4	0	7	0	10	4	3	0	0	3	0	0	0	6	0	0	2	0	2
"1775"	0	47	51	11	320	7	13	17	176	21	29	1423	494	590	187	1004	1711	186	200	1411	315	333	203	465	1045
"1776"	0	5	9	17	13	5	4	15	2	2	22	2	7	7	13	6	0	2	2	0	0	10	0	12	238
"1777"	0	16	6	0	0	0	0	2	0	0	0	0	4	0	0	2	6	0	0	2	4	5	0	0	0
"1778"	0	0	31	0	0	0	0	0	0	4	0	3	0	0	0	0	0	2	0	3	0	0	3	0	0
"1779"	0	4	16	3	0	9	2	9	18	0	4	0	2	0	2	0	7	2	0	2	0	4	0	8	81
"1780"	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1781"	0	5	4	0	2	0	0	0	0	0	0	0	0	28	8	2	6	14	0	0	0	95	0	3	15
"1782"	0	47	10	6	0	20	4	8	6	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
"1783"	0	2	21	7	2	7	7	0	112	5	6	7	0	8	6	0	17	16	0	16	22	0	19	11	12
"1784"	0	0	12	0	0	4	0	0	2	0	0	0	0	4	7	14	7	0	0	2	0	9	0	7	2
"1785"	0	0	9	0	4	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
"1786"	0	0	5	2	0	0	0	0	0	5	2	7	6	0	2	8	0	49	2	0	0	10	5	2	15
"1787"	0	8	6	0	0	0	0	0	8	0	2	8	0	33	0	0	0	0	0	0	0	2	2	0	2
"1788"	0	0	3	0	0	0	0	2	0	0	0	2	0	0	0	0	0	2	0	0	0	2	0	6	2
"1789"	0	0	7	321	5	5	11	64	120	0	8	0	0	0	0	0	15	10	0	0	0	0	0	0	2
"1790"	0	5	17	4	3	13	15	18	3	4	14	0	0	0	0	0	4	0	0	0	0	0	0	0	0
"1791"	0	41	88	2580	39	29	118	54	85	35	34	15	69	36	21	5	56	35	18	13	35	105	35	35	39
"1792"	0	0	20	8	125	22	14	4	6	9	2	47	83	0	18	79	37	46	2	3	31	207	24	73	70
"1793"	0	12	40	11	5	9	18	41	13	8	8	6	0	0	4	2	0	7	0	2	4	5	0	2	4
"1794"	0	17	26	2	17	76	218	9	10	2	53	0	0	0	0	0	2	0	0	0	0	11	2	0	3
"1795"	0	0	50	120	0	0	0	0	0	0	2	2	0	2	2	4	97	11	0	0	0	9	2	0	57
"1796"	0	0	7	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"1797"	0	0	8	0	12	14	0	2	87	0	0	170	35	67	58	50	32	60	16	5	98	40	10	173	29
"1799"	0	0	4	3	6	39	0	0	3	7	19	0	0	0	0	0	2	0	0	0	8	0	0	0	0
"1800"	0	8	25	35	2	6	9	16	0	0	0	7	47	4	2	38	49	11	4	0	18	16	6	29	20
"1801"	0	0	41	4	0	0	2	0	0	0	0	0	0	0	0	3	0	5	0	2	0	0	8	18	4
"1802"	0	0	4	0	0	0	0	0	0	0	0	0	2	9	12	2	2	39	3	0	0	85	4	36	37
"1803"	0	2	12	77	0	49	0	29	0	78	80	0	8	2	13	0	3	9	0	0	73	0	0	0	44
"1804"	0	6	14	8	4	5	24	4	2	4	0	6	0	6	6	0	0	2	2	2	0	11	8	27	41
"1805"	0	10	16	32	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
"1806"	0	5	8	0	0	0	13	6	0	5	31	29	79	30	36	8	92	8	26	14	18	63	0	66	7
"1807"	0	2	11	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1808"	0	4	17	2	0	0	6	0	7	9	0	0	0	0	0	0	0	5	0	0	0	10	4	0	0
"1809"	0	2	12	2	2	9	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"1810"	0	0	11	8	0	0	12	0	0	10	0	0	11	0	8	0	49	0	0	3	49	0	0	0	0
"1811"	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
"1812"	0	3	5	2	13	0	3	15	0	3	0	0	0	0	0	11	0	5	0	0	0	2	0	7	0
"1813"	0	5	25	318	2407	1347	12	124	708	1643	446	94	220	1163	221	497	241	165	92	394	91	423	32	376	30
"1814"	0	2	20	7	2	173	45	32	57	38	40	0	2	0	2	0	0	0	0	0	0	0	0	3	7
"1815"	0	0	11	4	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1817"	0	2	5	2	6	3	0	6	0	4	0	2	0	0	0	0	18	2	2	0	2	5	2	0	10
"1818"	0	0	25	2	6	0	0	11	0	2	11	10	2	17	10	16	13	43	13	2	0	23	40	4	6
"1819"	0	0	18	6	11	0	4	77	12	0	53	29	59	25	46	42	16	301	55	14	26	391	259	49	486
"1820"	0	0	13	0	0	0	0	0	2	4	0	0	53	0	0	0	23	55	0	0	0	0	3	0	0
"1821"	0	14	24	7	13	21	10	16	16	35	36	4	7	19	17	17	9	4	0	0	2	2	0	6	2
"1822"	0	0	34	6	0	0	2	0	0	0	0	0	0	15	0	0	0	4	0	0	0	0	0	0	0
"1823"	0	57	13	4	0	5	50	90	297	3	54	0	0	0	2	0	0	0	0	0	0	10	0	15	40
"1824"	0	10	30	12	10	12	4	24	6	44	10	0	0	0	0	2	12	0	0	3	0	6	0	0	0
"1825"	0	6	5	0	0	0	0	0	0	0	0	0	460	0	83	197	7	3	2	0	10	179	0	317	185
"1826"	0	0	27	2	4	2	5	0	0	3	0	0	0	0	0	0	3	15	0	0	0	101	0	8	18
"1827"	0	0	3	0	2	0	0	0	0	2	0	0	0	0	0	4	0	2	0	0	0	2	2	55	11
"1828"	0	0	12	0	8	0	0	0	0	0	0	219	1780	2940	1008	48	667	485	320	42	27	182	137	2256	276
"1829"	0	0	12	38	0	5	0	0	2	0	0	2	2	12	11	2	3	21	8	0	0	28	17	34	36
"1830"	0	0	15	4	13	120	18	21	8	13	20	21	36	86	64	8	94	2	4	4	0	26	11	120	16
"1831"	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
"1832"	0	20	30	81	37	24	14	17	0	0	18	2	21	24	5	6	11	6	3	0	0	11	0	0	3
"1833"	0	9	6	13	21	0	21	0	17	0	0	16	18	0	22	0	30	0	3	0	0	0	36	0	0
"1834"	0	4	6	10	9	77	24	0	0	11	25	0	0	3	0	0	16	6	0	0	0	0	0	9	5
"1835"	0	20	8	10	5	7	0	0	2	4	2	0	14	0	0	7	0	5	63	0	0	17	6	45	5
"1836"	0	0	4	0	0	0	0	50	7	3	2	20	31	5	13	13	5	38	13	10	22	32	11	15	0
"1837"	0	2	14	11	0	0	0	0	2	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0
"1838"	0	8	12	6	0	0	11	7	0	7	0	0	0	0	0	0	5	0	0	0	0	9	0	2	0
"1839"	0	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1840"	0	5	7	28	6	4	0	0	2	2	4	0	0	0	0	3	0	0	0	0	0	0	0	2	0
"1841"	0	0	13	0	0	0	0	0	8	0	0	0	0	0	3	21	0	7	0	0	0	19	9	4	2
"1842"	0	4	18	10	0	9	0	2	3	33	18	5	7	12	26	0	2	4	0	0	0	29	2	27	0
"1843"	0	0	9	11	13	0	4	2	0	0	42	0	4	0	0	0	0	4	0	0	6	0	0	3	0
"1844"	0	0	33	5	12	8	6	6	4	2	12	10	8	20	136	8	2	110	40	30	17	185	480	39	62
"1845"	0	0	5	0	0	0	0	0	2	3	0	5	4	0	0	0	0	0	0	0	0	9	0	0	0
"1846"	0	0	49	12	2	0	0	14	0	4	2	46	82	14	20	37	189	61	56	52	40	45	84	77	6
"1847"	0	21	32	26	0	0	5	0	2	0	2	0	0	0	0	22	2	0	0	0	0	9	0	88	0
"1848"	0	0	12	8	2	6	0	0	4	0	2	4	2	30	24	5	66	112	40	0	0	99	115	56	86
"1849"	0	0	10	0	0	8	0	0	0	0	6	0	3	0	0	0	0	0	0	3	0	7	0	0	0
"1850"	0	0	16	68	5	2	13	3	7	7	6	0	12	10	4	2	0	5	3	2	0	2	2	12	0
"1851"	0	4	28	98	0	0	2	0	94	0	0	0	2	0	0	0	39	0	0	2	0	5	9	0	16
"1853"	0	0	3	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1855"	0	2	12	0	0	0	0	0	2	0	0	0	17	2	0	0	0	0	13	0	0	0	0	0	0
"1856"	0	0	8	11	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1857"	0	0	5	2	0	0	4	2	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	3
"1858"	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	7	0	2
"1859"	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1860"	0	26	15	8	20	27	370	968	0	0	33	2	4	0	0	0	0	0	2	0	0	0	0	6	0
"1861"	0	6	7	7	31	0	12	0	2	0	0	0	14	7	0	5	0	4	3	0	0	3	5	147	22
"1862"	0	0	19	12	71	2	2	8	20	43	29	35	24	11	38	34	40	87	10	12	35	167	13	74	107
"1863"	0	0	5	0	0	0	0	0	0	0	0	0	0	0	8	0	6	22	0	0	0	7	3	8	54
"1865"	0	4	6	0	0	0	0	0	3	0	0	0	0	2	2	0	0	0	0	0	0	2	0	2	0
"1866"	0	11	7	12	2	0	3	3	7	17	12	0	11	9	0	0	22	0	0	0	2	0	0	0	0
"1867"	0	24	6	10	7	0	3	7	2	14	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0
"1868"	0	0	7	7	10	0	0	0	0	4	0	2	11	23	34	0	48	28	20	0	6	183	0	136	15
"1869"	0	16	13	0	0	2	2	0	24	17	6	0	68	87	64	0	70	10	0	83	3	25	3	12	82
"1870"	0	0	11	13	0	0	6	9	0	0	0	2	0	0	0	0	0	0	0	0	0	6	14	3	13
"1871"	0	13	11	89	0	4	80	34	5	18	2	0	10	7	0	0	0	0	0	0	0	0	0	0	9
"1872"	0	2	14	12	2	0	11	4	0	8	2	7	8	2	6	4	0	2	0	42	30	8	31	0	0
"1873"	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1874"	0	0	7	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1875"	0	9	24	11	12	0	7	9	0	0	9	13	17	7	35	4	3	2	0	22	0	19	11	2	13
"1877"	0	0	6	2	0	19	5	6	0	0	0	11	0	0	0	0	0	0	0	0	0	2	0	0	20
"1878"	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	4	2	0	0
"1879"	0	0	12	0	0	0	0	0	4	2	0	0	0	0	0	0	3	0	0	0	0	2	4	28	50
"1880"	0	0	6	0	2	0	0	0	0	0	0	5	0	54	7	0	0	8	0	0	11	0	5	2	0
"1881"	0	0	14	2	2	4	4	4	0	0	0	2	0	0	4	0	4	0	0	0	0	0	0	3	4
"1882"	0	43	19	22	48	10	4	3	4	4	0	60	55	112	217	18	19	560	126	9	14	2563	187	1356	2189
"1883"	0	3	19	6	2	0	0	0	8	0	0	0	0	0	5	0	2	10	6	0	0	2	0	0	0
"1884"	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	0	2	0
"1885"	0	12	11	4	2	0	3	6	2	2	0	5	14	0	6	4	5	6	2	0	0	16	0	22	20
"1886"	0	0	28	17	72	17	3	6	194	6	27	168	610	1374	606	59	403	352	545	77	680	602	147	989	230
"1887"	0	0	6	0	0	0	4	25	0	0	0	15	0	2	4	0	19	0	4	0	0	2	0	0	0
"1888"	0	12	14	31	88	12	2	50	25	8	86	80	97	28	71	52	363	56	33	77	57	25	20	160	555
"1889"	0	4	4	3	2	2	0	4	4	0	0	2	0	2	0	0	0	6	3	3	0	4	2	13	6
"1890"	0	9	18	13	0	0	2	2	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1891"	0	5	13	0	0	0	4	0	0	0	4	8	5	2	2	4	53	5	0	0	0	0	0	0	0
"1892"	0	0	11	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1893"	0	0	7	3	0	0	34	31	0	3	38	3	0	0	6	0	0	0	0	0	0	12	0	0	8
"1894"	0	35	18	6	17	4	15	7	4	2	6	0	0	9	12	2	4	0	0	2	2	2	0	16	131
"1895"	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
"1896"	0	0	13	18	0	0	5	2	0	0	0	0	0	4	4	2	0	4	0	0	0	6	7	16	10
"1897"	0	0	5	0	0	0	4	7	9	8	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0
"1898"	0	11	37	20	2	5	60	22	2	4	9	7	11	0	20	46	4	20	5	0	0	12	0	5	19
"1899"	0	46	10	9	0	0	2	0	10	0	0	5	0	0	5	0	0	0	0	3	0	2	10	17	5
"1900"	0	10	7	0	4	0	0	4	5	2	0	2	2	0	4	2	0	0	0	2	7	2	0	10	63
"1901"	0	0	4	0	8	0	3	2	0	2	3	28	220	164	485	98	196	1238	86	6	12	4358	268	4023	5014
"1902"	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	11	0	0	0
"1903"	0	2	16	3	0	5	0	11	0	0	4	0	0	2	0	0	0	6	0	0	0	0	0	0	0
"1904"	0	6	15	3	55	13	23	42	5	2	2	65	49	56	12	61	45	32	20	84	23	32	10	23	5
"1905"	0	16	35	12	77	13	6	2	14	16	132	10546	9710	10270	7751	19799	7820	5190	1266	1276	4847	31233	1639	21061	29710
"1906"	0	0	8	5	6	9	27	8	38	33	36	7	12	8	18	16	9	5	0	0	11	10	3	65	62
"1907"	0	0	21	9	2	0	6	21	0	0	10	0	2	0	0	0	0	11	0	0	0	0	0	0	0
"1908"	0	2	8	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0
"1909"	0	0	9	0	2	0	0	0	0	0	4	66	2	0	4	21	6	140	13	22	0	38	126	2	2
"1910"	0	5	16	46	2	0	22	0	0	14	0	4	15	0	2	0	2	0	0	0	0	0	0	0	64
"1911"	0	0	6	3	0	0	0	21	2	0	3	0	0	0	0	0	0	2	0	0	0	2	5	4	4
"1912"	0	0	3	151	0	0	24	7	0	0	0	0	0	0	0	0	33	5	24	0	0	0	9	0	0
"1913"	0	2	8	2	0	14	5	15	12	13	4	2	7	0	0	0	48	0	0	0	2	0	22	91	0
"1914"	0	340	8	168	60	91	265	4	0	32	20	9	4	0	2	0	0	0	3	0	0	0	0	0	0
"1915"	0	0	12	5	0	0	4	0	0	2	2	206	15	0	0	82	33	10	0	26	27	4	7	21	16
"1916"	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0
"1917"	0	2	3	0	0	0	0	0	3	2	0	2	0	4	0	2	23	6	0	2	34	11	29	2	12
"1918"	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13	0	0	0	29	0
"1919"	0	0	11	0	0	2	0	6	7	0	0	6	24	6	0	2	3	7	0	2	0	12	0	20	4
"1920"	0	0	8	4	0	0	2	0	0	2	2	12	0	2	4	2	2	34	4	4	8	12	16	4	4
"1921"	0	6	56	10	4	2	8	25	8	0	33	26	57	153	52	19	29	158	45	16	8	243	81	860	808
"1922"	0	0	14	221	26	0	96	8	159	3	33	130	531	266	856	122	776	1666	1662	11	80	2432	1173	1995	4046
"1923"	0	10	24	4	2	2	8	4	12	0	2	0	2	0	0	0	2	2	0	0	0	2	0	0	0
"1924"	0	0	5	2	23	143	6	0	4	10	22	6	4	30	5	0	0	10	0	0	0	21	14	2	3
"1925"	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	2	0	0	0
"1926"	0	0	15	0	0	3	0	2	0	0	0	0	0	0	0	0	0	7	3	0	5	39	24	11	17
"1927"	0	6	17	0	4	0	56	19	6	8	4	14	0	2	8	8	10	6	2	6	0	6	6	6	19
"1928"	0	2	17	4	0	0	3	0	0	0	0	0	0	0	35	2	0	38	0	0	3	56	54	50	36
"1929"	0	0	4	0	0	0	0	0	0	2	4	0	0	7	0	3	0	0	0	0	0	2	0	0	0
"1930"	0	0	5	2	0	0	0	0	4	0	0	12	3	0	0	0	2	0	0	0	2	0	0	0	0
"1931"	0	0	22	4	5	0	0	0	0	0	0	4	23	0	27	0	0	2	0	0	9	4	0	2	4
"1932"	0	0	6	3	0	2	0	3	4	0	0	16	10	17	11	6	18	33	2	0	6	19	15	69	137
"1933"	0	8	11	6	0	2	4	7	0	0	0	5	20	0	0	0	21	39	7	2	0	16	2	0	23
"1934"	0	0	5	11	4	0	4	6	2	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
"1935"	0	0	7	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"1936"	0	2	4	4	0	0	12	4	2	2	0	0	0	0	2	0	0	4	2	0	0	4	5	4	2
"1937"	0	0	9	0	4	0	0	2	5	0	2	0	11	28	70	2	2	19	9	0	2	6	10	97	1014
"1938"	0	5	30	5	0	0	10	15	2	4	21	0	4	0	0	0	0	0	0	0	0	0	2	0	0
"1939"	0	50	10	0	2	8	21	19	0	0	0	6	236	2	14	0	279	19	0	8	0	194	4	10	42
"1940"	0	0	12	2	2	4	6	2	0	2	4	0	0	2	2	0	0	0	0	0	0	2	0	0	0
"1941"	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1942"	0	4	11	2	0	0	0	0	0	0	0	258	22	7	0	0	0	8	2	0	0	0	0	4	2
"1944"	0	0	11	3	2	0	0	3	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"1945"	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	2	0	0	3
"1946"	0	20	8	0	8	28	0	10	0	5	17	9	0	4	9	13	17	6	0	2	23	62	8	7	16
"1947"	0	5	7	0	14	4	28	19	16	2	16	137	139	162	125	204	143	168	54	344	151	76	26	178	44
"1948"	0	9	22	10	4	0	0	14	5	7	0	0	7	2	2	0	0	0	0	0	0	0	0	2	0
"1949"	0	0	15	0	0	0	2	0	0	0	0	11	0	0	10	0	0	0	0	0	0	2	0	0	0
"1950"	0	0	6	0	0	2	0	2	3	0	0	2	0	2	7	3	0	0	0	0	0	0	0	0	0
"1951"	0	11	14	14	0	3	13	13	0	7	13	2	2	0	24	2	0	0	0	0	0	0	0	14	14
"1952"	0	0	12	62	6596	41540	2	262	718	332	20276	0	63	2648	493	0	85	58	56	5	75	152	236	227	244
"1953"	0	0	17	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
"1954"	0	69	3	4	0	6	9	74	41	35	2	0	7	2	0	0	8	5	8	0	2	0	0	0	18
"1955"	0	2	17	2	3	0	0	7	0	0	8	4	5	10	0	0	26	0	24	0	0	3	0	10	8
"1956"	0	4	14	15	14	3	2	5	71	38	30	30	1058	196	39	99	15	61	67	482	398	157	47	18	44
"1957"	0	0	8	6	0	0	0	0	0	0	4	51	115	0	0	759	450	2	20	94	860	116	10	18	140
"1958"	0	0	5	7	107	19	4	35	22	16	19	5	31	52	10	92	133	16	4	10	165	36	2	42	27
"1959"	0	0	11	0	0	2	8	7	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	2
"1960"	0	0	5	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"1961"	0	23	24	12	5	0	10	82	2	7	74	2	0	0	2	0	2	16	9	2	0	145	0	5	5
"1962"	0	16	8	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	6	0	0	0	0
"1963"	0	12	7	0	6	0	19	9	7	18	25	43	55	5	28	5	40	14	0	21	5	177	10	34	37
